Grammar|97<br/>この分では、締め切りの期限に間に合い<b>そうもない</b>。<br/>（＝間に合う可能性は低い）<br/><br/>でき<b>そうもない</b>ことを、簡単に引き受けるな。<br/>（＝できる可能性の低い）|V<b>ます→そう</b><br/>　<b>もない</b><br/>　<b>にない</b>|20260626212138|20260722234803|1.6374500789851294
Grammar|149<br/>涼しくなって、ずいぶん秋<b>めいて</b>きましたね。<br/>（＝秋らしくなって）<br/><br/>別れた恋人から、脅迫<b>めいた</b>メールが届いて、怖くなった。<br/>（＝脅迫のように感じられる）|N<b>めく</b><br/>N<b>めいて</b><br/>N₁<b>めいた</b>N₂<br/>れい　謎<b>めいた</b>女性<br/>　皮肉<b>めいた</b>言葉<br/>　秘密<b>めいた</b>手紙|20260703202113|20260723034028|1.6374500789851294
Grammar|27<br/>田中さんは私に会う<br>なり<b/>泣き出した。<br/>（＝会うと同時に/会ったとたんに）<br/><br/>部長は電話を切る<b>なり</b>、部屋を出て行った。<br/>（＝電話を切ったと同時に）|Vるなり|20260420205308|20260723083732|1.7052631578947368
Grammar|85<br/>彼女は、20万円<b>からする</b>バッグをいくつも持っている。<br/>（＝20万円もする）<br/><br/>７キロ<b>からある</b>道を歩いて帰った。<br/>（＝７キロもある）<br/><br/>この店を改装するには500万円<b>からの</b>資金が必要である。<br/>（＝500万円もの）|N<br/>　<b>からある</b><br/>　<b>からする</b><br/>　<b>からの</b><br/>◆Nは数字で、その数量が多いということを表す|20260703202047|20260723084632|1.6443592874328892
Grammar|141<br/>日本の朝食と言えば、ごはん<b>に</b>お味噌汁でしょう。<br/>（＝ごはんとお味噌汁の組み合わせ）<br/><br/>私は、家ではたいていジーンズ<b>に</b>Tシャツを着ています。<br/>（＝ジーンズとTシャツの組み合わせの服）|N₁<b>に</b>N₂|20260703201927|20260723194039|1.6374500789851294
Grammar|122<br/>彼があなたのことを好きだということは、言わ<b>ずとも</b>わかる。<br/>（＝言わなくても）|V<b>ない→ずとも</b><br/>！ しない→<b>せず</b>|20260704131041|20260724001118|1.6374500789851294
Grammar|131<br/>その子はうれしい<b>とばかりに</b>、飛び上がった。<br/>（＝本当にうれしい様子で）<br/><br/>彼は試験中、あきらめた<b>とばかりに</b>鉛筆を投げ出した。<br/>（＝あきらめた様子で）<br/><br/>彼女は「いやだ」<b>と言わんばかりに</b>、首を振った。<br/>（＝「いやだ」と口では言わないが、そのような様子で）<br/><br/>ここぞ<b>とばかりに</b>、……。<br/>（＝今、この時を逃してはいけないという様子で）|[文]と「<b>（言わん）</b>」ばかりに<br/>[文]と「<b>（言わん）</b>」ばかりのN<br/>◆言葉では言わないがそのような様子で<br/>◆N＝表情、様子、態度など<br/>慣用句　ここぞとばかりに|20260704130933|20260724024558|1.6374500789851294
Grammar|88<br/>あなた<b>ならでは</b>の発想で、この企画を考えてください。<br/>（＝あなた独自の）<br/><br/>これは当店<b>ならでは</b>の特別価格です。<br/>（＝当店だけの）<br/><br/>このような習慣があるのは、この地方<b>ならでは</b>です。<br/>（＝この地方だけ）|N<b>ならでは</b><br/>◆より内容を表すことが多い<br/>れい　手作り<b>ならでは</b><br/>　映画<b>ならでは</b><br/>　田舎<b>ならでは</b><br/>　教師<b>ならでは</b>|20260707190150|20260724025510|1.6374500789851294
Grammar|183<br/>こんなすばらしい賞をいただいて、光栄<b>の至り</b>です。<br/>（＝これ以上ないほど光栄）<br/><br/>若気<b>の至り</b>で、せっかく入った大学をやめてしまった。<br/>（＝若いころの勢いが行きすぎた結果）|N<b>の至り</b><br/>◆慣用句的に使う／気持ちを表す<br/>れい　感激<b>の至り</b><br/>　若気<b>の至り</b><br/>ダメ　疲労<b>の至り</b>|20260703202002|20260724032552|1.5674367667144973
Grammar|123<br/>英語の本をたくさん買ったが、ほとんど読ま<b>ずじまい</b>だ。<br/>（＝読まないままだ）<br/><br/>５着も試着したが、どれも気に入らず、買わ<b>ずじまい</b>で店を出た。<br/>（＝買おうと思っていたけれど結局は買わないで）|V<b>ない→ずじまい</b><br/>！ しない→<b>せず</b><br/>れい　会わ<b>ずじまい</b><br/>　行か<b>ずじまい</b><br/>　せ<b>ずじまい</b><br/>　買え<b>ずじまい</b><br/>◆残念な気持ち|20260704131053|20260724035149|1.6374500789851294
